faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,fault_present
0.0,105.0,238,0.24277,3654.6,4571.1,9.3756,26.669,42.11,2691.9,74.577,120.39,0.3634,80.484,49.081,2620.9,24.841,49.459,3089.8,22.372,66.276,235.98,340.72,94.74,77.369,32.298,8.8925,25.89,6.9768,18.402,1.731,33.022,14.031,23.405,1.4689,18.795,2.2658,4.8813,2.3645,0.016951,0.82946,0.078528,53.933,43.967,62.864,54.371,23.872,60.846,21.831,42.674,35.395,45.283,49.75,40.544,19.451,0
0.0,105.0,239,0.25901,3671.2,4598.9,9.2624,26.91,42.533,2689.2,74.559,120.4,0.36558,80.286,50.838,2618.2,24.263,49.236,3088.1,21.989,66.239,239.7,340.49,94.597,77.204,32.265,9.0233,26.004,6.8031,19.391,1.6536,33.187,13.823,23.278,1.5112,18.679,2.2806,4.9465,2.4569,0.016951,0.82946,0.078528,53.933,43.967,62.209,53.927,24.774,61.541,21.717,42.975,40.567,44.766,49.434,41.345,20.389,0
0.0,105.0,240,0.25533,3645.7,4599.7,9.2688,26.977,42.364,2690.0,74.634,120.4,0.36012,80.205,50.068,2618.3,24.604,47.858,3087.7,22.425,66.181,238.13,340.66,94.83,77.137,32.265,9.0233,26.004,6.8031,19.391,1.6536,33.187,13.823,23.278,1.5112,18.679,2.2806,4.9465,2.4569,0.016951,0.82946,0.078528,53.933,43.967,62.647,53.918,25.136,60.552,21.72,43.64,38.301,41.577,49.594,40.562,19.367,0
0.0,105.0,241,0.25713,3612.7,4432.5,9.414,26.777,42.897,2688.8,75.72,120.38,0.34123,80.199,50.474,2617.3,24.821,49.387,3088.2,23.268,66.139,236.59,340.17,94.566,77.436,32.271,8.9873,25.694,6.9686,18.894,1.6522,33.084,13.821,23.249,1.3212,18.841,2.2605,4.9884,2.286,0.019176,0.83316,0.099491,53.889,43.102,64.73,53.472,25.395,60.565,21.267,40.534,39.493,45.116,49.581,40.837,17.363,0
0.0,105.0,242,0.25606,3660.2,4452.9,9.2019,27.03,42.478,2693.3,74.167,120.44,0.34088,80.544,49.281,2621.9,25.112,52.348,3089.7,23.268,66.149,238.35,340.72,94.706,77.58,32.271,8.9873,25.694,6.9686,18.894,1.6522,33.084,13.821,23.249,1.3212,18.841,2.2605,4.9884,2.286,0.019176,0.83316,0.099491,53.889,43.102,63.913,53.228,25.501,62.051,22.051,40.576,35.984,51.967,49.366,41.644,17.329,0
0.0,105.0,243,0.25762,3651.7,4478.9,9.3976,26.898,42.207,2689.9,75.098,120.38,0.33975,80.471,50.747,2619.0,23.499,50.316,3089.1,22.264,66.203,234.46,340.56,94.554,77.162,32.198,8.9349,25.804,6.8458,18.846,1.6687,33.14,13.881,23.349,1.302,18.931,2.322,4.88,2.3375,0.019176,0.83316,0.099491,53.889,43.102,62.604,54.075,25.07,61.923,21.634,40.645,40.299,47.266,49.652,40.489,19.732,0
0.0,105.0,244,0.25498,3654.9,4492.7,9.2887,26.896,42.306,2691.1,74.236,120.37,0.33825,80.475,50.775,2620.3,25.383,48.791,3088.8,22.001,66.23,239.61,340.74,94.767,77.764,32.198,8.9349,25.804,6.8458,18.846,1.6687,33.14,13.881,23.349,1.302,18.931,2.322,4.88,2.3375,0.019176,0.83316,0.099491,53.889,43.102,62.548,53.91,25.329,61.475,21.959,40.829,40.382,43.735,49.134,40.81,20.318,0
0.0,105.0,245,0.2607,3671.0,4519.2,9.3076,27.018,42.123,2691.7,74.503,120.45,0.3475,80.482,49.686,2620.7,24.961,50.017,3090.3,22.48,66.209,237.69,340.63,94.549,77.478,32.463,9.0859,25.936,6.9593,19.122,1.6602,33.24,13.82,22.963,1.2384,18.559,2.3027,4.9579,2.4057,0.019176,0.83316,0.099491,53.889,43.102,63.325,53.694,26.064,62.2,21.962,41.358,37.177,46.574,49.246,41.336,19.193,0
0.0,105.0,246,0.26273,3661.7,4523.1,9.4091,26.588,42.488,2691.3,74.298,120.38,0.34895,80.401,50.743,2619.5,25.495,50.861,3090.5,23.488,66.224,237.77,340.23,94.535,77.446,32.463,9.0859,25.936,6.9593,19.122,1.6602,33.24,13.82,22.963,1.2384,18.559,2.3027,4.9579,2.4057,0.011264,0.84609,0.094379,53.62,44.191,63.485,53.647,25.864,62.385,21.496,41.182,40.287,48.527,49.267,40.579,16.806,0
0.0,105.0,247,0.23509,3637.1,4456.0,9.4342,26.921,42.5,2692.3,74.841,120.42,0.34185,80.553,50.252,2621.2,25.464,49.153,3090.4,23.124,66.205,236.1,340.53,94.667,77.677,31.988,9.1276,26.048,6.7231,19.092,1.6454,32.908,13.989,23.148,1.3062,18.786,2.2845,4.9074,2.3424,0.011264,0.84609,0.094379,53.62,44.191,62.893,53.738,23.246,60.365,21.701,40.452,38.841,44.574,49.395,41.728,17.634,0
0.0,105.0,248,0.23548,3631.6,4501.4,9.3329,26.613,42.203,2692.9,74.567,120.4,0.34071,80.694,51.298,2622.2,25.012,51.116,3090.6,22.647,66.227,233.45,340.96,94.596,77.696,31.988,9.1276,26.048,6.7231,19.092,1.6454,32.908,13.989,23.148,1.3062,18.786,2.2845,4.9074,2.3424,0.011264,0.84609,0.094379,53.62,44.191,62.989,53.196,23.208,61.158,21.936,40.591,41.919,49.116,49.608,41.145,18.743,0
0.0,105.0,249,0.27909,3696.2,4475.2,9.3283,27.261,41.937,2693.0,75.165,120.4,0.364,80.61,50.405,2621.5,25.867,50.303,3090.9,23.015,66.304,237.54,340.97,94.547,77.115,32.474,8.9815,25.853,6.8927,18.978,1.6356,32.787,13.874,23.333,1.0449,18.794,2.2872,5.0433,2.3793,0.011264,0.84609,0.094379,53.62,44.191,63.987,53.526,27.88,63.076,21.918,42.391,39.291,47.236,49.217,41.728,17.902,0
0.0,105.0,250,0.28265,3677.1,4443.3,9.2673,26.898,42.549,2690.1,74.783,120.41,0.36321,80.466,52.231,2619.1,26.415,49.38,3091.3,23.316,66.276,235.78,340.3,94.495,77.449,32.474,8.9815,25.853,6.8927,18.978,1.6356,32.787,13.874,23.333,1.0449,18.794,2.2872,5.0433,2.3793,0.011264,0.84609,0.094379,53.62,44.191,64.316,53.908,27.53,60.077,21.58,42.488,44.664,45.1,49.351,41.198,17.171,0
0.0,105.0,251,0.23415,3671.4,4478.7,9.2469,26.812,41.833,2690.2,75.059,120.38,0.35074,80.482,50.644,2618.7,25.331,50.267,3088.3,23.161,66.235,237.06,340.73,94.474,77.441,31.974,8.9664,26.023,6.8017,18.683,1.6599,33.114,13.847,23.488,1.2404,18.311,2.2886,4.8342,2.3603,0.026319,0.84287,0.10355,53.172,43.779,62.996,53.722,22.972,62.009,21.862,41.093,39.995,47.152,49.555,41.212,17.536,0
0.0,105.0,252,0.2342,3679.2,4462.9,9.3,27.028,42.17,2690.5,74.605,120.39,0.34536,80.467,51.671,2618.5,24.264,48.643,3087.3,22.046,66.25,236.11,340.69,94.613,77.304,31.974,8.9664,26.023,6.8017,18.683,1.6599,33.114,13.847,23.488,1.2404,18.311,2.2886,4.8342,2.3603,0.026319,0.84287,0.10355,53.172,43.779,62.862,53.911,22.966,62.9,21.815,41.749,43.018,43.394,49.765,41.093,20.186,0
0.0,105.0,253,0.28289,3664.6,4502.1,9.3452,26.981,41.969,2687.9,74.9,120.4,0.34303,80.214,51.18,2616.1,25.423,49.421,3087.8,23.539,66.224,237.0,340.28,94.589,77.229,32.458,8.7567,26.594,6.9224,19.567,1.6689,33.212,13.766,23.253,1.2266,18.887,2.2599,4.936,2.3271,0.026319,0.84287,0.10355,53.172,43.779,63.945,54.155,27.618,62.652,21.435,41.361,41.574,45.194,49.812,41.185,16.671,0
0.0,105.0,254,0.28246,3687.6,4560.8,9.4394,26.59,42.284,2691.8,74.536,120.41,0.34569,80.463,51.297,2620.7,25.079,49.136,3089.6,22.248,66.18,239.49,341.02,94.422,77.495,32.458,8.7567,26.594,6.9224,19.567,1.6689,33.212,13.766,23.253,1.2266,18.887,2.2599,4.936,2.3271,0.026319,0.84287,0.10355,53.172,43.779,63.549,53.452,27.66,60.576,21.643,41.037,41.918,44.534,49.719,41.835,19.715,0
0.0,105.0,255,0.23541,3667.1,4429.6,9.4446,26.845,42.259,2693.8,75.243,120.4,0.33406,80.694,51.242,2623.0,25.051,50.333,3089.2,23.124,66.244,236.82,341.16,94.56,77.765,32.081,8.7847,25.93,6.8193,18.728,1.6381,33.424,13.747,23.567,1.3787,18.635,2.3126,4.8999,2.3309,0.026319,0.84287,0.10355,53.172,43.779,62.862,52.793,23.024,59.428,22.173,40.278,41.755,47.305,50.081,41.089,17.596,0
0.0,105.0,256,0.23618,3680.1,4413.6,9.3243,26.825,42.535,2693.7,73.466,120.39,0.33635,80.745,49.954,2622.6,24.13,50.644,3089.9,22.321,66.324,238.97,341.57,94.557,77.613,32.081,8.7847,25.93,6.8193,18.728,1.6381,33.424,13.747,23.567,1.3787,18.635,2.3126,4.8999,2.3309,0.0084368,0.82058,0.10301,54.156,43.373,62.637,52.985,22.949,61.424,22.134,39.999,37.965,48.025,49.941,41.237,19.486,0
0.0,105.0,257,0.27223,3715.4,4500.0,9.2413,27.205,42.092,2692.4,74.951,120.41,0.33408,80.483,51.202,2620.6,25.445,49.951,3089.8,22.048,66.356,239.31,341.44,94.504,77.152,32.071,8.7044,26.195,7.0376,19.014,1.6244,32.773,13.801,23.613,1.2047,18.87,2.2916,4.9255,2.3189,0.0084368,0.82058,0.10301,54.156,43.373,62.945,53.948,26.399,60.467,22.009,39.667,41.637,46.422,50.002,41.419,20.171,0
0.0,105.0,258,0.27029,3704.7,4481.8,9.4572,26.703,42.646,2689.8,74.94,120.4,0.33674,80.088,50.331,2618.8,24.75,49.642,3088.8,23.024,66.266,239.5,341.6,94.585,76.909,32.071,8.7044,26.195,7.0376,19.014,1.6244,32.773,13.801,23.613,1.2047,18.87,2.2916,4.9255,2.3189,0.0084368,0.82058,0.10301,54.156,43.373,63.129,54.166,26.59,62.932,21.788,39.342,39.076,45.705,50.081,41.22,17.902,0
0.0,105.0,259,0.27167,3649.2,4419.5,9.3962,26.968,42.214,2690.7,74.651,120.38,0.33939,80.119,49.998,2618.8,26.332,49.534,3089.0,23.1,66.196,239.16,341.66,94.725,77.397,32.735,9.0476,26.085,6.8588,18.786,1.6764,33.17,13.897,23.886,1.2429,18.653,2.3053,4.9329,2.4114,0.0084368,0.82058,0.10301,54.156,43.373,62.126,54.193,26.884,61.829,21.78,40.374,38.094,45.454,50.213,40.727,17.705,0
0.0,105.0,260,0.27286,3602.2,4504.6,9.492,26.73,42.002,2695.1,74.576,120.39,0.3418,80.268,49.84,2624.3,24.656,50.433,3088.9,22.923,66.154,240.17,342.24,94.604,77.547,32.735,9.0476,26.085,6.8588,18.786,1.6764,33.17,13.897,23.886,1.2429,18.653,2.3053,4.9329,2.4114,0.0084368,0.82058,0.10301,54.156,43.373,62.934,53.175,26.767,61.692,22.608,40.08,37.629,47.535,50.223,41.051,18.12,0
0.0,105.0,261,0.2039,3666.3,4508.8,9.4681,27.21,42.277,2697.9,74.851,120.38,0.34757,80.479,50.678,2625.9,24.506,49.224,3093.4,23.504,66.171,239.24,342.2,94.644,77.804,32.479,8.9298,25.806,6.944,18.682,1.6694,33.352,13.966,22.913,1.3256,18.39,2.2405,4.9201,2.3399,0.03038,0.82585,0.11236,52.808,43.573,63.337,53.664,20.462,61.613,22.375,41.998,40.095,44.739,49.827,40.763,16.701,0
0.0,105.0,262,0.20393,3706.4,4533.4,9.4526,26.83,42.397,2697.6,74.023,120.41,0.35281,80.6,49.403,2626.6,26.106,50.824,3094.9,23.423,66.246,238.66,341.68,94.488,77.627,32.479,8.9298,25.806,6.944,18.682,1.6694,33.352,13.966,22.913,1.3256,18.39,2.2405,4.9201,2.3399,0.03038,0.82585,0.11236,52.808,43.573,62.647,53.37,20.46,61.833,22.235,41.358,36.342,48.441,49.72,42.192,16.884,0
0.0,105.0,263,0.22643,3671.7,4508.3,9.4231,26.843,42.332,2698.3,74.377,120.4,0.35729,80.559,50.573,2627.3,25.12,49.752,3094.6,22.19,66.294,238.12,341.98,94.584,77.42,32.274,8.8033,26.418,6.9099,19.384,1.6468,33.402,13.831,23.543,1.0921,18.702,2.2818,4.9626,2.3763,0.03038,0.82585,0.11236,52.808,43.573,62.478,53.932,22.268,59.941,22.322,42.8,39.786,45.959,49.609,41.198,19.813,0
0.0,105.0,264,0.22552,3677.5,4511.7,9.2747,26.928,42.274,2698.6,74.487,120.41,0.35867,80.552,48.754,2627.0,25.642,48.404,3095.4,21.963,66.266,236.74,341.73,94.578,77.792,32.274,8.8033,26.418,6.9099,19.384,1.6468,33.402,13.831,23.543,1.0921,18.702,2.2818,4.9626,2.3763,0.03038,0.82585,0.11236,52.808,43.573,62.379,53.891,22.357,63.251,22.19,42.631,34.433,42.841,49.575,41.14,20.314,0
0.0,105.0,265,0.24392,3644.4,4382.2,9.4563,26.586,42.442,2698.6,74.223,120.4,0.34526,80.429,51.929,2627.2,25.105,48.592,3094.5,23.286,66.26,234.56,342.37,94.637,77.452,32.374,8.8583,25.954,6.9212,18.747,1.6715,32.815,13.851,23.564,1.2942,18.879,2.3208,4.9588,2.3109,0.03038,0.82585,0.11236,52.808,43.573,63.206,53.676,24.055,62.182,22.198,40.782,43.776,43.276,49.614,41.261,17.194,0
0.0,105.0,266,0.24283,3635.7,4433.9,9.4132,26.834,42.235,2697.1,74.175,120.38,0.34568,80.256,49.117,2626.1,25.259,48.905,3094.3,23.184,66.199,236.44,342.36,94.606,77.252,32.374,8.8583,25.954,6.9212,18.747,1.6715,32.815,13.851,23.564,1.2942,18.879,2.3208,4.9588,2.3109,0.010009,0.82441,0.10349,54.825,43.699,63.354,53.057,24.163,61.09,22.305,40.73,35.502,43.999,49.406,40.692,17.459,0
0.0,105.0,267,0.2324,3680.3,4523.2,9.554,27.208,42.476,2696.8,75.03,120.4,0.34423,80.093,49.892,2624.8,26.713,48.478,3093.4,22.772,66.101,234.42,342.68,94.551,77.036,32.67,9.1495,26.154,6.9137,18.816,1.6589,33.431,13.845,23.8,1.1694,18.903,2.3368,4.9684,2.3038,0.010009,0.82441,0.10349,54.825,43.699,62.458,53.503,23.009,61.187,22.036,41.464,37.784,43.011,49.486,40.955,18.466,0
0.0,105.0,268,0.23448,3649.8,4495.6,9.462,27.059,42.192,2697.9,75.009,120.38,0.34791,79.973,49.056,2625.9,25.706,52.137,3095.3,23.772,66.038,237.8,342.46,94.786,77.468,32.67,9.1495,26.154,6.9137,18.816,1.6589,33.431,13.845,23.8,1.1694,18.903,2.3368,4.9684,2.3038,0.010009,0.82441,0.10349,54.825,43.699,62.982,53.834,22.805,61.521,22.071,41.016,35.323,51.479,49.093,40.625,16.087,0
0.0,105.0,269,0.19932,3643.4,4471.5,9.4509,26.798,42.521,2702.3,74.578,120.38,0.34739,80.333,50.248,2631.5,24.735,50.405,3097.1,23.0,66.007,234.4,342.65,94.454,77.628,32.227,8.8186,26.244,6.9015,18.55,1.6549,33.2,13.921,23.549,1.2632,18.34,2.2936,4.8421,2.3488,0.010009,0.82441,0.10349,54.825,43.699,63.125,53.951,19.958,62.21,22.539,40.954,38.829,47.472,49.297,41.078,17.887,0
0.0,105.0,270,0.20218,3643.3,4487.2,9.3869,26.953,42.612,2703.9,73.765,120.42,0.34568,80.437,49.975,2633.7,23.747,52.4,3099.6,23.446,66.062,236.16,343.27,94.596,77.729,32.227,8.8186,26.244,6.9015,18.55,1.6549,33.2,13.921,23.549,1.2632,18.34,2.2936,4.8421,2.3488,0.010009,0.82441,0.10349,54.825,43.699,63.126,53.763,19.675,63.694,22.876,41.162,38.026,52.089,49.042,40.963,16.802,0
0.0,105.0,271,0.24183,3661.7,4470.8,9.4436,27.296,42.401,2705.6,73.202,120.43,0.35304,80.49,50.146,2633.9,24.606,50.646,3102.3,23.519,66.107,233.63,343.32,94.602,77.679,32.245,8.996,26.361,6.8946,18.854,1.7009,33.469,13.924,23.436,1.3895,18.595,2.2265,4.7839,2.2595,0.0104,0.81536,0.084473,53.803,42.469,62.892,54.628,23.659,62.578,22.311,42.389,38.528,48.029,49.107,40.918,16.612,0
0.0,105.0,272,0.23994,3685.6,4507.2,9.3651,26.33,42.468,2706.2,74.051,120.41,0.35586,80.343,50.137,2634.6,25.396,49.353,3102.9,23.697,66.1,234.69,342.76,94.528,77.408,32.245,8.996,26.361,6.8946,18.854,1.7009,33.469,13.924,23.436,1.3895,18.595,2.2265,4.7839,2.2595,0.0104,0.81536,0.084473,53.803,42.469,62.48,54.192,23.844,61.463,22.134,42.045,38.504,45.036,48.888,41.131,16.197,0
0.0,105.0,273,0.24037,3697.4,4512.3,9.4346,26.955,42.476,2706.7,75.203,120.4,0.35681,80.239,49.62,2635.7,24.033,50.526,3101.5,23.069,66.06,236.26,343.25,94.561,77.68,32.564,8.9605,26.264,6.96,18.522,1.6095,33.093,13.675,23.676,1.233,18.679,2.2563,4.913,2.4052,0.0104,0.81536,0.084473,53.803,42.469,62.323,53.398,23.361,60.926,22.786,42.153,36.982,47.75,48.625,41.767,17.678,0
0.0,105.0,274,0.24019,3663.5,4475.0,9.3425,27.101,42.294,2706.7,75.603,120.39,0.3548,80.266,50.523,2635.5,24.468,51.122,3103.2,23.213,66.045,235.41,343.85,94.432,77.642,32.564,8.9605,26.264,6.96,18.522,1.6095,33.093,13.675,23.676,1.233,18.679,2.2563,4.913,2.4052,0.0104,0.81536,0.084473,53.803,42.469,62.907,53.845,23.379,62.174,22.601,42.398,39.64,49.13,48.579,41.154,17.331,0
0.0,105.0,275,0.20447,3667.8,4518.5,9.4103,27.017,42.233,2706.4,74.715,120.43,0.32956,80.052,49.234,2635.9,24.503,50.137,3101.5,23.485,66.009,235.51,343.84,94.697,77.19,32.595,8.7896,26.625,6.8126,18.847,1.6398,33.437,13.766,23.916,1.174,18.507,2.2567,4.9363,2.313,0.0104,0.81536,0.084473,53.803,42.469,62.216,54.153,20.39,61.329,22.786,38.769,35.847,46.852,48.449,41.081,16.723,0
0.0,105.0,276,0.20524,3649.6,4522.4,9.3556,26.79,42.423,2708.6,74.498,120.37,0.33202,80.011,49.882,2637.4,27.349,50.612,3103.3,23.326,65.892,232.94,343.65,94.489,77.48,32.595,8.7896,26.625,6.8126,18.847,1.6398,33.437,13.766,23.916,1.174,18.507,2.2567,4.9363,2.313,0.015305,0.81314,0.093979,55.67,43.035,62.53,54.106,20.314,61.886,22.549,38.469,37.752,47.951,48.305,40.621,17.091,0
0.0,105.0,277,0.20043,3654.7,4522.2,9.4379,26.886,42.332,2710.6,74.373,120.41,0.3361,80.013,50.525,2640.0,25.578,49.956,3104.6,23.562,65.829,233.46,344.35,94.58,77.291,32.463,8.6441,26.122,6.8279,18.181,1.7063,33.492,13.833,24.02,1.1578,18.445,2.2108,4.813,2.2641,0.015305,0.81314,0.093979,55.67,43.035,63.729,53.327,19.394,61.583,23.309,40.262,39.646,46.432,48.034,41.799,16.552,0
0.0,105.0,278,0.19836,3687.7,4501.5,9.4178,26.925,42.043,2710.3,73.968,120.39,0.34028,80.009,49.205,2640.0,25.696,50.203,3104.8,21.615,65.79,233.01,344.01,94.511,77.458,32.463,8.6441,26.122,6.8279,18.181,1.7063,33.492,13.833,24.02,1.1578,18.445,2.2108,4.813,2.2641,0.015305,0.81314,0.093979,55.67,43.035,63.162,53.575,19.597,63.17,22.932,39.752,35.762,47.005,47.85,40.658,21.165,0
0.0,105.0,279,0.20625,3647.4,4534.3,9.511,26.564,42.341,2710.3,75.035,120.41,0.34641,79.892,50.076,2639.3,26.655,47.834,3105.6,22.659,65.763,231.35,343.59,94.562,77.291,32.328,8.7523,25.939,6.732,19.013,1.6647,33.728,13.776,24.017,1.3543,18.531,2.2754,4.8492,2.3393,0.015305,0.81314,0.093979,55.67,43.035,63.78,54.861,20.64,63.85,22.48,40.758,38.324,41.521,47.775,41.893,18.709,0
0.0,105.0,280,0.2071,3698.9,4561.5,9.4841,26.774,42.276,2713.5,74.093,120.39,0.34487,80.012,50.214,2642.3,24.627,50.065,3107.4,22.815,65.688,231.95,343.74,94.414,77.57,32.328,8.7523,25.939,6.732,19.013,1.6647,33.728,13.776,24.017,1.3543,18.531,2.2754,4.8492,2.3393,0.015305,0.81314,0.093979,55.67,43.035,62.893,54.535,20.556,64.165,23.039,40.947,38.73,46.684,47.502,41.13,18.317,0
0.0,105.0,281,0.21926,3746.0,4485.6,9.5265,26.95,42.598,2714.0,73.741,120.42,0.34315,80.15,49.568,2643.1,24.642,49.542,3109.3,22.405,65.691,230.39,343.61,94.444,77.866,32.201,8.8653,26.254,6.8326,18.701,1.6558,33.445,13.81,24.126,1.0368,17.913,2.242,4.8477,2.3646,0.0074116,0.81,0.078123,53.474,43.423,63.022,53.432,21.493,61.083,22.904,39.605,36.829,45.474,47.324,41.601,19.258,0
0.0,105.0,282,0.2173,3687.3,4462.8,9.3305,27.044,42.252,2714.5,73.838,120.41,0.33967,80.182,48.467,2643.8,25.675,49.848,3108.5,22.456,65.723,229.27,344.45,94.234,77.596,32.201,8.8653,26.254,6.8326,18.701,1.6558,33.445,13.81,24.126,1.0368,17.913,2.242,4.8477,2.3646,0.0074116,0.81,0.078123,53.474,43.423,64.03,53.706,21.686,62.123,23.333,40.029,33.588,46.183,47.159,42.074,19.145,0
0.0,105.0,283,0.23089,3708.1,4498.9,9.3522,26.579,42.253,2714.1,75.368,120.41,0.34519,80.177,49.806,2644.2,25.272,51.384,3108.9,22.434,65.742,228.67,343.47,94.47,77.469,32.421,8.8812,26.604,6.8686,18.333,1.652,33.342,13.948,24.135,1.1292,18.577,2.2339,4.8137,2.2739,0.0074116,0.81,0.078123,53.474,43.423,62.884,54.025,22.62,63.647,22.817,40.227,37.528,49.737,46.945,41.653,19.196,0
0.0,105.0,284,0.22881,3693.7,4513.7,9.531,26.791,42.276,2712.7,75.214,120.38,0.3415,79.982,50.143,2642.7,24.426,49.922,3107.9,23.063,65.696,226.58,343.92,94.302,76.989,32.421,8.8812,26.604,6.8686,18.333,1.652,33.342,13.948,24.135,1.1292,18.577,2.2339,4.8137,2.2739,0.0074116,0.81,0.078123,53.474,43.423,63.132,53.847,22.825,61.636,22.949,40.677,38.521,46.354,46.869,40.432,17.743,0
0.0,105.0,285,0.20925,3684.3,4519.0,9.2891,26.839,42.585,2710.3,74.756,120.38,0.35567,79.723,49.132,2639.3,25.142,48.709,3106.4,22.666,65.588,229.97,343.74,94.623,77.385,32.376,8.7366,26.453,6.9004,18.33,1.6464,33.831,13.729,23.925,1.2013,18.489,2.2748,4.763,2.2615,0.0074116,0.81,0.078123,53.474,43.423,63.008,54.73,20.314,61.153,22.729,42.738,35.545,43.547,46.311,40.797,18.683,0
0.0,105.0,286,0.20764,3683.1,4564.6,9.5035,27.115,42.417,2712.6,74.8,120.39,0.35835,79.835,50.971,2641.5,25.156,51.226,3106.7,24.651,65.521,227.32,343.54,94.431,77.299,32.376,8.7366,26.453,6.9004,18.33,1.6464,33.831,13.729,23.925,1.2013,18.489,2.2748,4.763,2.2615,0.017963,0.7975,0.11403,54.09,43.532,63.029,54.184,20.472,61.461,23.082,42.411,40.957,49.372,46.17,41.677,13.987,0
0.0,105.0,287,0.21094,3663.1,4543.7,9.3863,27.251,42.288,2716.5,75.244,120.39,0.33664,80.114,49.588,2645.4,24.269,51.818,3109.8,22.596,65.527,224.46,343.73,94.538,77.574,31.811,8.7374,26.372,6.9591,18.506,1.6428,33.233,13.766,24.22,1.2999,18.278,2.2662,4.9371,2.3113,0.017963,0.7975,0.11403,54.09,43.532,63.092,54.516,20.567,61.2,23.314,39.207,36.887,50.741,46.115,41.458,18.825,0
0.0,105.0,288,0.2085,3687.3,4537.1,9.3576,26.916,42.154,2715.3,75.3,120.4,0.3321,80.083,50.196,2644.9,24.485,50.731,3110.9,23.04,65.518,224.69,343.4,94.498,77.26,31.811,8.7374,26.372,6.9591,18.506,1.6428,33.233,13.766,24.22,1.2999,18.278,2.2662,4.9371,2.3113,0.017963,0.7975,0.11403,54.09,43.532,62.675,54.595,20.807,62.311,23.028,39.76,38.676,48.225,45.785,41.828,17.786,0
0.0,105.0,289,0.26385,3639.1,4554.7,9.2667,26.793,42.106,2715.1,74.894,120.4,0.33691,79.86,50.167,2643.5,23.819,49.505,3111.0,22.682,65.478,225.14,343.51,94.54,77.148,32.241,8.9715,27.023,6.6807,18.54,1.656,33.161,13.733,24.27,1.1493,18.309,2.261,4.7893,2.1796,0.017963,0.7975,0.11403,54.09,43.532,62.944,54.013,26.314,63.754,22.616,40.054,38.592,45.388,45.437,40.838,18.66,0
0.0,105.0,290,0.26712,3648.3,4521.7,9.4056,26.954,42.325,2715.9,75.125,120.4,0.3405,79.747,51.269,2644.5,25.24,49.769,3110.7,22.734,65.403,222.19,344.1,94.552,77.125,32.241,8.9715,27.023,6.6807,18.54,1.656,33.161,13.733,24.27,1.1493,18.309,2.261,4.7893,2.1796,0.017963,0.7975,0.11403,54.09,43.532,62.786,54.408,25.992,62.598,22.936,39.616,41.834,46.0,45.397,40.733,18.555,0
0.0,105.0,291,0.22596,3696.2,4554.1,9.3838,27.102,42.449,2716.2,74.912,120.42,0.33226,79.626,49.399,2645.1,25.144,49.804,3110.9,23.237,65.299,219.18,343.95,94.514,77.045,32.478,8.7568,26.921,6.9522,18.347,1.6299,32.868,13.633,24.395,1.2815,18.028,2.3146,4.8749,2.3767,0.0072921,0.80171,0.10304,54.024,43.48,64.463,53.981,22.19,61.96,23.188,39.627,36.331,46.08,44.99,41.366,17.386,0
0.0,105.0,292,0.22511,3723.7,4549.0,9.3201,26.951,42.124,2717.2,75.36,120.41,0.33692,79.854,51.858,2646.4,24.026,51.524,3112.6,22.43,65.216,219.16,343.49,94.4,77.696,32.478,8.7568,26.921,6.9522,18.347,1.6299,32.868,13.633,24.395,1.2815,18.028,2.3146,4.8749,2.3767,0.0072921,0.80171,0.10304,54.024,43.48,63.989,54.041,22.274,61.015,22.946,39.057,43.566,50.062,44.533,41.978,19.255,0
0.0,105.0,293,0.20095,3638.0,4536.1,9.3049,26.603,42.322,2717.7,74.505,120.41,0.32147,80.017,52.069,2646.7,24.082,49.441,3111.5,23.194,65.237,218.5,343.56,94.395,77.304,32.59,8.7001,26.245,6.8027,18.878,1.6478,33.28,13.715,24.532,1.0168,18.522,2.2767,4.7602,2.2593,0.0072921,0.80171,0.10304,54.024,43.48,63.145,54.726,19.784,63.065,22.815,38.071,44.188,45.241,44.126,42.359,17.447,0
0.0,105.0,294,0.19885,3663.2,4555.7,9.2789,26.95,42.006,2716.8,75.434,120.4,0.32141,79.997,48.971,2646.3,25.795,48.477,3111.1,23.436,65.229,217.18,342.89,94.648,77.543,32.59,8.7001,26.245,6.8027,18.878,1.6478,33.28,13.715,24.532,1.0168,18.522,2.2767,4.7602,2.2593,0.0072921,0.80171,0.10304,54.024,43.48,62.711,54.491,19.99,63.4,23.123,38.08,35.072,43.01,43.781,40.599,16.855,0
